name,category_slug,price,mrp,unit,stock,image_url,description
"Natural Classic Green Tea Bags #802","beverages",205,246,"25 bags",101,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Natural Classic Green Tea Bags #802. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Butter Choco Chip Cookies #803","snacks",85,102,"150 g",102,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Natural Butter Choco Chip Cookies #803. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Refined Sunflower Oil Pouch #804","staples-grains",175,210,"1 L",103,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Natural Refined Sunflower Oil Pouch #804. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium New Crop Potatoes #805","fruits-vegetables",69,83,"1 kg",104,"https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=500","Enjoy fresh Premium New Crop Potatoes #805. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Farm Fresh White Eggs #806","dairy-eggs",92,110,"6 pcs",105,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Classic Farm Fresh White Eggs #806. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily Double Choco Chip Muffin #807","bakery",165,198,"4 pcs",106,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Daily Double Choco Chip Muffin #807. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily Rich Dark Roast Coffee #808","beverages",300,360,"200 g",107,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Daily Rich Dark Roast Coffee #808. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Crispy Salted Potato Chips #809","snacks",85,102,"90 g",108,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Value Pack Crispy Salted Potato Chips #809. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Chakki Fresh Whole Wheat Atta #810","staples-grains",295,354,"5 kg",109,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Value Pack Chakki Fresh Whole Wheat Atta #810. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Fresh Organic Tomatoes #811","fruits-vegetables",35,42,"1 kg",110,"https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500","Enjoy fresh Organic Fresh Organic Tomatoes #811. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Farm Fresh White Eggs #812","dairy-eggs",47,56,"6 pcs",111,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Handpicked Farm Fresh White Eggs #812. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver 100% Whole Wheat Bread #813","bakery",55,66,"400 g",112,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Super Saver 100% Whole Wheat Bread #813. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Classic Green Tea Bags #814","beverages",190,228,"25 bags",113,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Super Saver Classic Green Tea Bags #814. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Butter Choco Chip Cookies #815","snacks",70,84,"150 g",114,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Super Saver Butter Choco Chip Cookies #815. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Refined Sunflower Oil Pouch #816","staples-grains",160,192,"1 L",115,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Super Saver Refined Sunflower Oil Pouch #816. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Fresh Spinach Bunch #817","fruits-vegetables",50,60,"250 g",116,"https://images.unsplash.com/photo-1576045057995-568f588f82fb?w=500","Enjoy fresh Organic Fresh Spinach Bunch #817. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Farm Fresh White Eggs #818","dairy-eggs",77,92,"6 pcs",117,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Natural Farm Fresh White Eggs #818. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Double Choco Chip Muffin #819","bakery",150,180,"4 pcs",118,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Gold Double Choco Chip Muffin #819. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Rich Dark Roast Coffee #820","beverages",285,342,"200 g",119,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Gold Rich Dark Roast Coffee #820. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Crispy Salted Potato Chips #821","snacks",70,84,"90 g",120,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Chef Edition Crispy Salted Potato Chips #821. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Chakki Fresh Whole Wheat Atta #822","staples-grains",280,336,"5 kg",121,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Chef Edition Chakki Fresh Whole Wheat Atta #822. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Crisp Shimla Apples #823","fruits-vegetables",220,264,"1 kg",122,"https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=500","Enjoy fresh Select Crisp Shimla Apples #823. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily Farm Fresh White Eggs #824","dairy-eggs",107,128,"6 pcs",123,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Daily Farm Fresh White Eggs #824. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced 100% Whole Wheat Bread #825","bakery",115,138,"400 g",124,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Local Sourced 100% Whole Wheat Bread #825. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced Classic Green Tea Bags #826","beverages",175,210,"25 bags",125,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Local Sourced Classic Green Tea Bags #826. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced Butter Choco Chip Cookies #827","snacks",55,66,"150 g",126,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Local Sourced Butter Choco Chip Cookies #827. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced Refined Sunflower Oil Pouch #828","staples-grains",145,174,"1 L",127,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Local Sourced Refined Sunflower Oil Pouch #828. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Green Broccoli #829","fruits-vegetables",80,96,"1 pc",128,"https://images.unsplash.com/photo-1459411621453-7b03977f4bfc?w=500","Enjoy fresh Select Green Broccoli #829. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Farm Fresh White Eggs #830","dairy-eggs",62,74,"6 pcs",129,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Value Pack Farm Fresh White Eggs #830. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Double Choco Chip Muffin #831","bakery",135,162,"4 pcs",130,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Farm Fresh Double Choco Chip Muffin #831. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Rich Dark Roast Coffee #832","beverages",270,324,"200 g",131,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Farm Fresh Rich Dark Roast Coffee #832. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Crispy Salted Potato Chips #833","snacks",55,66,"90 g",132,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Premium Crispy Salted Potato Chips #833. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Chakki Fresh Whole Wheat Atta #834","staples-grains",265,318,"5 kg",133,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Premium Chakki Fresh Whole Wheat Atta #834. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Fresh New Crop Potatoes #835","fruits-vegetables",69,83,"1 kg",134,"https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=500","Enjoy fresh Fresh New Crop Potatoes #835. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Farm Fresh White Eggs #836","dairy-eggs",92,110,"6 pcs",135,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Super Saver Farm Fresh White Eggs #836. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic 100% Whole Wheat Bread #837","bakery",100,120,"400 g",136,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Organic 100% Whole Wheat Bread #837. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Classic Green Tea Bags #838","beverages",235,282,"25 bags",137,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Organic Classic Green Tea Bags #838. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Butter Choco Chip Cookies #839","snacks",115,138,"150 g",138,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Organic Butter Choco Chip Cookies #839. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Refined Sunflower Oil Pouch #840","staples-grains",205,246,"1 L",139,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Organic Refined Sunflower Oil Pouch #840. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special Fresh Organic Tomatoes #841","fruits-vegetables",35,42,"1 kg",140,"https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500","Enjoy fresh Special Fresh Organic Tomatoes #841. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Farm Fresh White Eggs #842","dairy-eggs",47,56,"6 pcs",141,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Gold Farm Fresh White Eggs #842. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Double Choco Chip Muffin #843","bakery",120,144,"4 pcs",142,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Select Double Choco Chip Muffin #843. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Rich Dark Roast Coffee #844","beverages",255,306,"200 g",143,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Select Rich Dark Roast Coffee #844. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Fresh Crispy Salted Potato Chips #845","snacks",40,48,"90 g",144,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Fresh Crispy Salted Potato Chips #845. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Fresh Chakki Fresh Whole Wheat Atta #846","staples-grains",250,300,"5 kg",145,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Fresh Chakki Fresh Whole Wheat Atta #846. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special Fresh Spinach Bunch #847","fruits-vegetables",50,60,"250 g",146,"https://images.unsplash.com/photo-1576045057995-568f588f82fb?w=500","Enjoy fresh Special Fresh Spinach Bunch #847. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Farm Fresh White Eggs #848","dairy-eggs",77,92,"6 pcs",147,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Chef Edition Farm Fresh White Eggs #848. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special 100% Whole Wheat Bread #849","bakery",85,102,"400 g",148,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Special 100% Whole Wheat Bread #849. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special Classic Green Tea Bags #850","beverages",220,264,"25 bags",149,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Special Classic Green Tea Bags #850. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special Butter Choco Chip Cookies #851","snacks",100,120,"150 g",150,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Special Butter Choco Chip Cookies #851. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special Refined Sunflower Oil Pouch #852","staples-grains",190,228,"1 L",151,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Special Refined Sunflower Oil Pouch #852. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Crisp Shimla Apples #853","fruits-vegetables",220,264,"1 kg",152,"https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=500","Enjoy fresh Deluxe Crisp Shimla Apples #853. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced Farm Fresh White Eggs #854","dairy-eggs",107,128,"6 pcs",153,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Local Sourced Farm Fresh White Eggs #854. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Double Choco Chip Muffin #855","bakery",180,216,"4 pcs",154,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Deluxe Double Choco Chip Muffin #855. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Rich Dark Roast Coffee #856","beverages",240,288,"200 g",155,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Deluxe Rich Dark Roast Coffee #856. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Crispy Salted Potato Chips #857","snacks",25,30,"90 g",156,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Classic Crispy Salted Potato Chips #857. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Chakki Fresh Whole Wheat Atta #858","staples-grains",235,282,"5 kg",157,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Classic Chakki Fresh Whole Wheat Atta #858. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Green Broccoli #859","fruits-vegetables",80,96,"1 pc",158,"https://images.unsplash.com/photo-1459411621453-7b03977f4bfc?w=500","Enjoy fresh Deluxe Green Broccoli #859. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Farm Fresh White Eggs #860","dairy-eggs",62,74,"6 pcs",159,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Farm Fresh Farm Fresh White Eggs #860. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked 100% Whole Wheat Bread #861","bakery",70,84,"400 g",160,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Handpicked 100% Whole Wheat Bread #861. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Classic Green Tea Bags #862","beverages",205,246,"25 bags",161,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Handpicked Classic Green Tea Bags #862. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Butter Choco Chip Cookies #863","snacks",85,102,"150 g",162,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Handpicked Butter Choco Chip Cookies #863. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Refined Sunflower Oil Pouch #864","staples-grains",175,210,"1 L",163,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Handpicked Refined Sunflower Oil Pouch #864. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic New Crop Potatoes #865","fruits-vegetables",69,83,"1 kg",164,"https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=500","Enjoy fresh Classic New Crop Potatoes #865. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Farm Fresh White Eggs #866","dairy-eggs",92,110,"6 pcs",165,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Premium Farm Fresh White Eggs #866. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Double Choco Chip Muffin #867","bakery",165,198,"4 pcs",166,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Natural Double Choco Chip Muffin #867. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Rich Dark Roast Coffee #868","beverages",300,360,"200 g",167,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Natural Rich Dark Roast Coffee #868. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily Crispy Salted Potato Chips #869","snacks",85,102,"90 g",168,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Daily Crispy Salted Potato Chips #869. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily Chakki Fresh Whole Wheat Atta #870","staples-grains",295,354,"5 kg",169,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Daily Chakki Fresh Whole Wheat Atta #870. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Fresh Organic Tomatoes #871","fruits-vegetables",35,42,"1 kg",170,"https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500","Enjoy fresh Handpicked Fresh Organic Tomatoes #871. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Farm Fresh White Eggs #872","dairy-eggs",47,56,"6 pcs",171,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Organic Farm Fresh White Eggs #872. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack 100% Whole Wheat Bread #873","bakery",55,66,"400 g",172,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Value Pack 100% Whole Wheat Bread #873. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Classic Green Tea Bags #874","beverages",190,228,"25 bags",173,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Value Pack Classic Green Tea Bags #874. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Butter Choco Chip Cookies #875","snacks",70,84,"150 g",174,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Value Pack Butter Choco Chip Cookies #875. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Refined Sunflower Oil Pouch #876","staples-grains",160,192,"1 L",175,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Value Pack Refined Sunflower Oil Pouch #876. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Handpicked Fresh Spinach Bunch #877","fruits-vegetables",50,60,"250 g",176,"https://images.unsplash.com/photo-1576045057995-568f588f82fb?w=500","Enjoy fresh Handpicked Fresh Spinach Bunch #877. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Farm Fresh White Eggs #878","dairy-eggs",77,92,"6 pcs",177,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Select Farm Fresh White Eggs #878. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Double Choco Chip Muffin #879","bakery",150,180,"4 pcs",178,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Super Saver Double Choco Chip Muffin #879. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Super Saver Rich Dark Roast Coffee #880","beverages",285,342,"200 g",179,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Super Saver Rich Dark Roast Coffee #880. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Crispy Salted Potato Chips #881","snacks",70,84,"90 g",180,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Gold Crispy Salted Potato Chips #881. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Gold Chakki Fresh Whole Wheat Atta #882","staples-grains",280,336,"5 kg",181,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Gold Chakki Fresh Whole Wheat Atta #882. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Crisp Shimla Apples #883","fruits-vegetables",220,264,"1 kg",182,"https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=500","Enjoy fresh Natural Crisp Shimla Apples #883. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Fresh Farm Fresh White Eggs #884","dairy-eggs",107,128,"6 pcs",183,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Fresh Farm Fresh White Eggs #884. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition 100% Whole Wheat Bread #885","bakery",115,138,"400 g",184,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Chef Edition 100% Whole Wheat Bread #885. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Classic Green Tea Bags #886","beverages",175,210,"25 bags",185,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Chef Edition Classic Green Tea Bags #886. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Butter Choco Chip Cookies #887","snacks",55,66,"150 g",186,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Chef Edition Butter Choco Chip Cookies #887. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Chef Edition Refined Sunflower Oil Pouch #888","staples-grains",145,174,"1 L",187,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Chef Edition Refined Sunflower Oil Pouch #888. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Natural Green Broccoli #889","fruits-vegetables",80,96,"1 pc",188,"https://images.unsplash.com/photo-1459411621453-7b03977f4bfc?w=500","Enjoy fresh Natural Green Broccoli #889. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Special Farm Fresh White Eggs #890","dairy-eggs",62,74,"6 pcs",189,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Special Farm Fresh White Eggs #890. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced Double Choco Chip Muffin #891","bakery",135,162,"4 pcs",190,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Local Sourced Double Choco Chip Muffin #891. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Local Sourced Rich Dark Roast Coffee #892","beverages",270,324,"200 g",191,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Local Sourced Rich Dark Roast Coffee #892. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Crispy Salted Potato Chips #893","snacks",55,66,"90 g",192,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Farm Fresh Crispy Salted Potato Chips #893. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Farm Fresh Chakki Fresh Whole Wheat Atta #894","staples-grains",265,318,"5 kg",193,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Farm Fresh Chakki Fresh Whole Wheat Atta #894. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Daily New Crop Potatoes #895","fruits-vegetables",69,83,"1 kg",194,"https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=500","Enjoy fresh Daily New Crop Potatoes #895. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Deluxe Farm Fresh White Eggs #896","dairy-eggs",92,110,"6 pcs",195,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Deluxe Farm Fresh White Eggs #896. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium 100% Whole Wheat Bread #897","bakery",100,120,"400 g",196,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Premium 100% Whole Wheat Bread #897. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Classic Green Tea Bags #898","beverages",235,282,"25 bags",197,"https://images.unsplash.com/photo-1627435601361-ec25f5b1d0e5?w=500","Enjoy fresh Premium Classic Green Tea Bags #898. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Butter Choco Chip Cookies #899","snacks",115,138,"150 g",198,"https://images.unsplash.com/photo-1499636136210-6f4ee915583e?w=500","Enjoy fresh Premium Butter Choco Chip Cookies #899. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Premium Refined Sunflower Oil Pouch #900","staples-grains",205,246,"1 L",199,"https://images.unsplash.com/photo-1474979266404-7eaacbcd87c5?w=500","Enjoy fresh Premium Refined Sunflower Oil Pouch #900. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Fresh Organic Tomatoes #901","fruits-vegetables",35,42,"1 kg",50,"https://images.unsplash.com/photo-1592924357228-91a4daadcfea?w=500","Enjoy fresh Value Pack Fresh Organic Tomatoes #901. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Classic Farm Fresh White Eggs #902","dairy-eggs",47,56,"6 pcs",51,"https://images.unsplash.com/photo-1582722872445-44dc5f7e3c8f?w=500","Enjoy fresh Classic Farm Fresh White Eggs #902. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Double Choco Chip Muffin #903","bakery",120,144,"4 pcs",52,"https://images.unsplash.com/photo-1607958996333-41aef7caefaa?w=500","Enjoy fresh Organic Double Choco Chip Muffin #903. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Organic Rich Dark Roast Coffee #904","beverages",255,306,"200 g",53,"https://images.unsplash.com/photo-1610889556528-9a770e32642f?w=500","Enjoy fresh Organic Rich Dark Roast Coffee #904. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Crispy Salted Potato Chips #905","snacks",40,48,"90 g",54,"https://images.unsplash.com/photo-1566478989037-eec170784d0b?w=500","Enjoy fresh Select Crispy Salted Potato Chips #905. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Select Chakki Fresh Whole Wheat Atta #906","staples-grains",250,300,"5 kg",55,"https://images.unsplash.com/photo-1509440159596-0249088772ff?w=500","Enjoy fresh Select Chakki Fresh Whole Wheat Atta #906. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
"Value Pack Fresh Spinach Bunch #907","fruits-vegetables",50,60,"250 g",56,"https://images.unsplash.com/photo-1576045057995-568f588f82fb?w=500","Enjoy fresh Value Pack Fresh Spinach Bunch #907. High quality grocery product delivered directly to your doorstep by Vrindavan Mart."
